Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/10/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/11/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/12/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/13/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/14/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/15/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/16/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/17/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/18/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/19/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/20/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/21/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/22/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/23/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/24/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/25/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/26/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/27/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/28/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/29/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,06/30/2021,Measures,Threshold,,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/01/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/02/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/03/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/04/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/05/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/06/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/07/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/08/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/09/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/10/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/11/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/12/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/13/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/14/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/15/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/16/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/17/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/18/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/19/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/20/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/21/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/22/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/23/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/24/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/25/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/26/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/27/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/28/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/29/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/30/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,07/31/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/01/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/02/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/03/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/04/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/05/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/06/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/07/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/08/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/09/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/10/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/11/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/12/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/13/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/14/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/15/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/16/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/17/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/18/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/19/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/20/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/21/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/22/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/23/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/24/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/25/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/26/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/27/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/28/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/29/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/30/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,08/31/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/01/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/02/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/03/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/04/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/05/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/06/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/07/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/08/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/09/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/10/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/11/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/12/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/13/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/14/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/15/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/16/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/17/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/18/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/19/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/20/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/21/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/22/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/23/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/24/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/25/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/26/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/27/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/28/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/29/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,09/30/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/01/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/02/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/03/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/04/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/05/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/06/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/07/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/08/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/09/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/10/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/11/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/12/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/13/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/14/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/15/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/16/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/17/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/18/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/19/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/20/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/21/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/22/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/23/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/24/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/25/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/26/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/27/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/28/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/29/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/30/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,10/31/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/01/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/02/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/03/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/04/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/05/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/06/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/07/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/08/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/09/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/10/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/11/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/12/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/13/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/14/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/15/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/16/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/17/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
Number of Confirmed Adult Hospitalizations due to COVID-19,Adult COVID-19 Hospitalizations,Dates,11/18/2021,Measures,Threshold,200,Hospitalizations,,"",,11/04/2022,""
